codigo,anio_escolar,grado,asignatura,numero_de_periodo,resultado
20062018,2017-2018,9,Fisica,4,96.0
20062018,2017-2018,9,Ciencias Sociales,1,96.0
20062018,2017-2018,9,Ciencias Sociales,2,90.0
20062018,2017-2018,9,Ciencias Sociales,3,96.0
20062018,2017-2018,9,Ciencias Sociales,4,96.0
20062018,2017-2018,9,Espaol,1,91.0
20062018,2017-2018,9,Espaol,2,90.0
20062018,2017-2018,9,Espaol,3,91.0
20062018,2017-2018,9,Espaol,4,90.0
20062018,2017-2018,9,Geometria,1,96.0
20062018,2017-2018,9,Geometria,2,100.0
20062018,2017-2018,9,Geometria,3,100.0
20062018,2017-2018,9,Geometria,4,97.0
20062018,2017-2018,9,Ingles,1,100.0
20062018,2017-2018,9,Ingles,2,96.0
20062018,2017-2018,9,Ingles,3,96.0
20062018,2017-2018,9,Ingles,4,94.0
20062018,2017-2018,9,Social Studies,1,97.0
20062018,2017-2018,9,Social Studies,2,97.0
20062018,2017-2018,9,Social Studies,3,99.0
20062018,2017-2018,9,Social Studies,4,97.0
20062018,2017-2018,9,Disciplina,1,100.0
20062018,2017-2018,9,Disciplina,2,100.0
20062018,2017-2018,9,Disciplina,3,100.0
20062018,2017-2018,9,Disciplina,4,100.0
20062019,2017-2018,9,Matematicas,1,92.0
20062019,2017-2018,9,Matematicas,2,88.0
20062019,2017-2018,9,Matematicas,3,96.0
20062019,2017-2018,9,Matematicas,4,90.0
20062019,2017-2018,9,Ciencias,1,99.0
20062019,2017-2018,9,Ciencias,2,100.0
20062019,2017-2018,9,Ciencias,3,99.0
20062019,2017-2018,9,Ciencias,4,96.0
20062019,2017-2018,9,Fisica,1,80.0
20062019,2017-2018,9,Fisica,2,90.0
20062019,2017-2018,9,Fisica,3,88.0
20062019,2017-2018,9,Fisica,4,79.0
20062019,2017-2018,9,Ciencias Sociales,1,92.0
20062019,2017-2018,9,Ciencias Sociales,2,95.0
20062019,2017-2018,9,Ciencias Sociales,3,89.0
20062019,2017-2018,9,Ciencias Sociales,4,90.0
20062019,2017-2018,9,Espaol,1,89.0
20062019,2017-2018,9,Espaol,2,88.0
20062019,2017-2018,9,Espaol,3,89.0
20062019,2017-2018,9,Espaol,4,85.0
20062019,2017-2018,9,Geometria,1,89.0
20062019,2017-2018,9,Geometria,2,98.0
20062019,2017-2018,9,Geometria,3,98.0
20062019,2017-2018,9,Geometria,4,98.0
20062019,2017-2018,9,Ingles,1,90.0
20062019,2017-2018,9,Ingles,2,89.0
20062019,2017-2018,9,Ingles,3,93.0
20062019,2017-2018,9,Ingles,4,92.0
20062019,2017-2018,9,Social Studies,1,89.0
20062019,2017-2018,9,Social Studies,2,94.0
20062019,2017-2018,9,Social Studies,3,91.0
20062019,2017-2018,9,Social Studies,4,95.0
20062019,2017-2018,9,Disciplina,1,96.0
20062019,2017-2018,9,Disciplina,2,92.0
20062019,2017-2018,9,Disciplina,3,92.0
20062019,2017-2018,9,Disciplina,4,97.0
20062020,2017-2018,9,Matematicas,1,94.0
20062020,2017-2018,9,Matematicas,2,87.0
20062020,2017-2018,9,Matematicas,3,83.0
20062020,2017-2018,9,Matematicas,4,76.0
20062020,2017-2018,9,Ciencias,1,83.0
20062020,2017-2018,9,Ciencias,2,83.0
20062020,2017-2018,9,Ciencias,3,91.0
20062020,2017-2018,9,Ciencias,4,91.0
20062020,2017-2018,9,Fisica,1,82.0
20062020,2017-2018,9,Fisica,2,81.0
20062020,2017-2018,9,Fisica,3,79.0
20062020,2017-2018,9,Fisica,4,76.0
20062020,2017-2018,9,Ciencias Sociales,1,89.0
20062020,2017-2018,9,Ciencias Sociales,2,87.0
20062020,2017-2018,9,Ciencias Sociales,3,85.0
20062020,2017-2018,9,Ciencias Sociales,4,81.0
20062020,2017-2018,9,Espaol,1,80.0
20062020,2017-2018,9,Espaol,2,71.0
20062020,2017-2018,9,Espaol,3,62.0
20062020,2017-2018,9,Espaol,4,79.0
20062020,2017-2018,9,Geometria,1,80.0
20062020,2017-2018,9,Geometria,2,70.0
20062020,2017-2018,9,Geometria,3,85.0
20062020,2017-2018,9,Geometria,4,81.0
20062020,2017-2018,9,Ingles,1,86.0
20062020,2017-2018,9,Ingles,2,77.0
20062020,2017-2018,9,Ingles,3,91.0
20062020,2017-2018,9,Ingles,4,87.0
20062020,2017-2018,9,Social Studies,1,85.0
20062020,2017-2018,9,Social Studies,2,83.0
20062020,2017-2018,9,Social Studies,3,82.0
20062020,2017-2018,9,Social Studies,4,79.0
20062020,2017-2018,9,Disciplina,1,94.0
20062020,2017-2018,9,Disciplina,2,100.0
20062020,2017-2018,9,Disciplina,3,90.0
20062020,2017-2018,9,Disciplina,4,86.0
20062021,2017-2018,9,Matematicas,1,93.0
20062021,2017-2018,9,Matematicas,2,92.0
20062021,2017-2018,9,Matematicas,3,96.0
20062021,2017-2018,9,Matematicas,4,96.0
20062021,2017-2018,9,Ciencias,1,87.0
20062021,2017-2018,9,Ciencias,2,87.0
20062021,2017-2018,9,Ciencias,3,93.0
20062021,2017-2018,9,Ciencias,4,93.0
20062021,2017-2018,9,Fisica,1,92.0
20062021,2017-2018,9,Fisica,2,90.0
20062021,2017-2018,9,Fisica,3,84.0
20062021,2017-2018,9,Fisica,4,87.0
20062021,2017-2018,9,Ciencias Sociales,1,93.0
20062021,2017-2018,9,Ciencias Sociales,2,93.0
20062021,2017-2018,9,Ciencias Sociales,3,90.0
20062021,2017-2018,9,Ciencias Sociales,4,92.0
20062021,2017-2018,9,Espaol,1,81.0
20062021,2017-2018,9,Espaol,2,85.0
20062021,2017-2018,9,Espaol,3,86.0
20062021,2017-2018,9,Espaol,4,84.0
20062021,2017-2018,9,Geometria,1,81.0
20062021,2017-2018,9,Geometria,2,94.0
20062021,2017-2018,9,Geometria,3,87.0
20062021,2017-2018,9,Geometria,4,87.0
20062021,2017-2018,9,Ingles,1,94.0
20062021,2017-2018,9,Ingles,2,90.0
20062021,2017-2018,9,Ingles,3,89.0
20062021,2017-2018,9,Ingles,4,87.0
20062021,2017-2018,9,Social Studies,1,95.0
20062021,2017-2018,9,Social Studies,2,94.0
20062021,2017-2018,9,Social Studies,3,98.0
20062021,2017-2018,9,Social Studies,4,91.0
20062021,2017-2018,9,Disciplina,1,95.0
20062021,2017-2018,9,Disciplina,2,88.0
20062021,2017-2018,9,Disciplina,3,86.0
20062021,2017-2018,9,Disciplina,4,90.0
20062022,2017-2018,9,Matematicas,1,94.0
20062022,2017-2018,9,Matematicas,2,87.0
20062022,2017-2018,9,Matematicas,3,94.0
20062022,2017-2018,9,Matematicas,4,90.0
20062022,2017-2018,9,Ciencias,1,99.0
20062022,2017-2018,9,Ciencias,2,99.0
20062022,2017-2018,9,Ciencias,3,87.0
20062022,2017-2018,9,Ciencias,4,100.0
20062022,2017-2018,9,Fisica,1,83.0
20062022,2017-2018,9,Fisica,2,94.0
20062022,2017-2018,9,Fisica,3,88.0
20062022,2017-2018,9,Fisica,4,82.0
20062022,2017-2018,9,Ciencias Sociales,1,96.0
20062022,2017-2018,9,Ciencias Sociales,2,94.0
20062022,2017-2018,9,Ciencias Sociales,3,95.0
20062022,2017-2018,9,Ciencias Sociales,4,93.0
20062022,2017-2018,9,Espaol,1,84.0
20062022,2017-2018,9,Espaol,2,85.0
20062022,2017-2018,9,Espaol,3,84.0
20062022,2017-2018,9,Espaol,4,94.0
20062022,2017-2018,9,Geometria,1,86.0
20062022,2017-2018,9,Geometria,2,89.0
20062022,2017-2018,9,Geometria,3,89.0
20062022,2017-2018,9,Geometria,4,90.0
20062022,2017-2018,9,Ingles,1,90.0
20062022,2017-2018,9,Ingles,2,89.0
20062022,2017-2018,9,Ingles,3,93.0
20062022,2017-2018,9,Ingles,4,92.0
20062022,2017-2018,9,Social Studies,1,91.0
20062022,2017-2018,9,Social Studies,2,89.0
20062022,2017-2018,9,Social Studies,3,98.0
20062022,2017-2018,9,Social Studies,4,91.0
20062022,2017-2018,9,Disciplina,1,91.0
20062022,2017-2018,9,Disciplina,2,87.0
20062022,2017-2018,9,Disciplina,3,87.0
20062022,2017-2018,9,Disciplina,4,98.0
20062024,2017-2018,9,Matematicas,1,69.0
20062024,2017-2018,9,Matematicas,2,77.0
20062024,2017-2018,9,Matematicas,3,71.0
20062024,2017-2018,9,Matematicas,4,74.0
20062024,2017-2018,9,Ciencias,1,55.0
20062024,2017-2018,9,Ciencias,2,88.0
20062024,2017-2018,9,Ciencias,3,85.0
20062024,2017-2018,9,Ciencias,4,82.0
20062024,2017-2018,9,Fisica,1,77.0
20062024,2017-2018,9,Fisica,2,88.0
20062024,2017-2018,9,Fisica,3,72.0
20062024,2017-2018,9,Fisica,4,69.0
20062024,2017-2018,9,Ciencias Sociales,1,84.0
20062024,2017-2018,9,Ciencias Sociales,2,81.0
20062024,2017-2018,9,Ciencias Sociales,3,83.0
20062024,2017-2018,9,Ciencias Sociales,4,77.0
20062024,2017-2018,9,Espaol,1,72.0
20062024,2017-2018,9,Espaol,2,77.0
20062024,2017-2018,9,Espaol,3,72.0
20062024,2017-2018,9,Espaol,4,80.0
20062024,2017-2018,9,Geometria,1,67.0
20062024,2017-2018,9,Geometria,2,85.0
20062024,2017-2018,9,Geometria,3,70.0
20062024,2017-2018,9,Geometria,4,80.0
20062024,2017-2018,9,Ingles,1,70.0
20062024,2017-2018,9,Ingles,2,81.0
20062024,2017-2018,9,Ingles,3,82.0
20062024,2017-2018,9,Ingles,4,78.0
20062024,2017-2018,9,Social Studies,1,76.0
20062024,2017-2018,9,Social Studies,2,92.0
20062024,2017-2018,9,Social Studies,3,76.0
20062024,2017-2018,9,Social Studies,4,79.0
20062024,2017-2018,9,Disciplina,1,69.0
20062024,2017-2018,9,Disciplina,2,68.0
20062024,2017-2018,9,Disciplina,3,69.0
20062024,2017-2018,9,Disciplina,4,72.0
20062025,2017-2018,9,Matematicas,1,87.0
20062025,2017-2018,9,Matematicas,2,95.0
20062025,2017-2018,9,Matematicas,3,96.0
20062025,2017-2018,9,Matematicas,4,86.0
20062025,2017-2018,9,Ciencias,1,100.0
20062025,2017-2018,9,Ciencias,2,100.0
20062025,2017-2018,9,Ciencias,3,94.0
20062025,2017-2018,9,Ciencias,4,100.0
20062025,2017-2018,9,Fisica,1,92.0
20062025,2017-2018,9,Fisica,2,86.0
20062025,2017-2018,9,Fisica,3,88.0
20062025,2017-2018,9,Fisica,4,86.0
20062025,2017-2018,9,Ciencias Sociales,1,91.0
20062025,2017-2018,9,Ciencias Sociales,2,95.0
20062025,2017-2018,9,Ciencias Sociales,3,92.0
20062025,2017-2018,9,Ciencias Sociales,4,91.0
20062025,2017-2018,9,Espaol,1,89.0
20062025,2017-2018,9,Espaol,2,84.0
20062025,2017-2018,9,Espaol,3,85.0
20062025,2017-2018,9,Espaol,4,84.0
20062025,2017-2018,9,Geometria,1,100.0
20062025,2017-2018,9,Geometria,2,100.0
20062025,2017-2018,9,Geometria,3,95.0
20062025,2017-2018,9,Geometria,4,93.0
20062025,2017-2018,9,Ingles,1,90.0
20062025,2017-2018,9,Ingles,2,87.0
20062025,2017-2018,9,Ingles,3,89.0
20062025,2017-2018,9,Ingles,4,86.0
20062025,2017-2018,9,Social Studies,1,90.0
20062025,2017-2018,9,Social Studies,2,93.0
20062025,2017-2018,9,Social Studies,3,86.0
20062025,2017-2018,9,Social Studies,4,87.0
20062025,2017-2018,9,Disciplina,1,97.0
20062025,2017-2018,9,Disciplina,2,94.0
20062025,2017-2018,9,Disciplina,3,98.0
20062025,2017-2018,9,Disciplina,4,96.0
20062028,2017-2018,9,Matematicas,1,78.0
20062028,2017-2018,9,Matematicas,2,70.0
20062028,2017-2018,9,Matematicas,3,67.0
20062028,2017-2018,9,Matematicas,4,69.0
20062028,2017-2018,9,Ciencias,1,66.0
20062028,2017-2018,9,Ciencias,2,77.0
20062028,2017-2018,9,Ciencias,3,81.0
20062028,2017-2018,9,Ciencias,4,86.0
20062028,2017-2018,9,Fisica,1,77.0
20062028,2017-2018,9,Fisica,2,82.0
20062028,2017-2018,9,Fisica,3,62.0
20062028,2017-2018,9,Fisica,4,64.0
20062028,2017-2018,9,Ciencias Sociales,1,88.0
20062028,2017-2018,9,Ciencias Sociales,2,80.0
20062028,2017-2018,9,Ciencias Sociales,3,72.0
20062028,2017-2018,9,Ciencias Sociales,4,68.0
20062028,2017-2018,9,Espaol,1,75.0
20062028,2017-2018,9,Espaol,2,69.0
20062028,2017-2018,9,Espaol,3,47.0
20062028,2017-2018,9,Espaol,4,78.0
20062028,2017-2018,9,Geometria,1,79.0
20062028,2017-2018,9,Geometria,2,83.0
20062028,2017-2018,9,Geometria,3,71.0
20062028,2017-2018,9,Geometria,4,81.0
20062028,2017-2018,9,Ingles,1,78.0
20062028,2017-2018,9,Ingles,2,75.0
20062028,2017-2018,9,Ingles,3,65.0
20062028,2017-2018,9,Ingles,4,72.0
20062028,2017-2018,9,Social Studies,1,73.0
20062028,2017-2018,9,Social Studies,2,79.0
20062028,2017-2018,9,Social Studies,3,75.0
20062028,2017-2018,9,Social Studies,4,62.0
20062028,2017-2018,9,Disciplina,1,85.0
20062028,2017-2018,9,Disciplina,2,85.0
20062028,2017-2018,9,Disciplina,3,70.0
20062028,2017-2018,9,Disciplina,4,82.0
20062029,2017-2018,9,Matematicas,1,79.0
20062029,2017-2018,9,Matematicas,2,88.0
20062029,2017-2018,9,Matematicas,3,84.0
20062029,2017-2018,9,Matematicas,4,89.0
20062029,2017-2018,9,Ciencias,1,88.0
20062029,2017-2018,9,Ciencias,2,89.0
20062029,2017-2018,9,Ciencias,3,90.0
20062029,2017-2018,9,Ciencias,4,94.0
20062029,2017-2018,9,Fisica,1,91.0
20062029,2017-2018,9,Fisica,2,88.0
20062029,2017-2018,9,Fisica,3,82.0
20062029,2017-2018,9,Fisica,4,85.0
20062029,2017-2018,9,Ciencias Sociales,1,95.0
20062029,2017-2018,9,Ciencias Sociales,2,92.0
20062029,2017-2018,9,Ciencias Sociales,3,89.0
20062029,2017-2018,9,Ciencias Sociales,4,88.0
20062029,2017-2018,9,Espaol,1,69.0
20062029,2017-2018,9,Espaol,2,85.0
20062029,2017-2018,9,Espaol,3,80.0
20062029,2017-2018,9,Espaol,4,87.0
20062029,2017-2018,9,Geometria,1,92.0
20062029,2017-2018,9,Geometria,2,91.0
20062029,2017-2018,9,Geometria,3,98.0
20062029,2017-2018,9,Geometria,4,95.0
20062029,2017-2018,9,Ingles,1,70.0
20062029,2017-2018,9,Ingles,2,89.0
20062029,2017-2018,9,Ingles,3,92.0
20062029,2017-2018,9,Ingles,4,79.0
20062029,2017-2018,9,Social Studies,1,85.0
20062029,2017-2018,9,Social Studies,2,85.0
20062029,2017-2018,9,Social Studies,3,92.0
20062029,2017-2018,9,Social Studies,4,91.0
20062029,2017-2018,9,Disciplina,1,99.0
20062029,2017-2018,9,Disciplina,2,97.0
20062029,2017-2018,9,Disciplina,3,94.0
20062029,2017-2018,9,Disciplina,4,70.0
20062031,2017-2018,9,Matematicas,1,90.0
20062031,2017-2018,9,Matematicas,2,95.0
20062031,2017-2018,9,Matematicas,3,88.0
20062031,2017-2018,9,Matematicas,4,92.0
20062031,2017-2018,9,Ciencias,1,100.0
20062031,2017-2018,9,Ciencias,2,97.0
20062031,2017-2018,9,Ciencias,3,91.0
20062031,2017-2018,9,Ciencias,4,100.0
20062031,2017-2018,9,Fisica,1,89.0
20062031,2017-2018,9,Fisica,2,88.0
20062031,2017-2018,9,Fisica,3,84.0
20062031,2017-2018,9,Fisica,4,81.0
20062031,2017-2018,9,Ciencias Sociales,1,91.0
20062031,2017-2018,9,Ciencias Sociales,2,91.0
20062031,2017-2018,9,Ciencias Sociales,3,86.0
20062031,2017-2018,9,Ciencias Sociales,4,91.0
20062031,2017-2018,9,Espaol,1,87.0
20062031,2017-2018,9,Espaol,2,82.0
20062031,2017-2018,9,Espaol,3,84.0
20062031,2017-2018,9,Espaol,4,85.0
20062031,2017-2018,9,Geometria,1,92.0
20062031,2017-2018,9,Geometria,2,100.0
20062031,2017-2018,9,Geometria,3,96.0
20062031,2017-2018,9,Geometria,4,94.0
20062031,2017-2018,9,Ingles,1,89.0
20062031,2017-2018,9,Ingles,2,88.0
20062031,2017-2018,9,Ingles,3,95.0
20062031,2017-2018,9,Ingles,4,87.0
20062031,2017-2018,9,Social Studies,1,88.0
20062031,2017-2018,9,Social Studies,2,91.0
20062031,2017-2018,9,Social Studies,3,93.0
20062031,2017-2018,9,Social Studies,4,86.0
20062031,2017-2018,9,Disciplina,1,100.0
20062031,2017-2018,9,Disciplina,2,100.0
20062031,2017-2018,9,Disciplina,3,100.0
20062031,2017-2018,9,Disciplina,4,97.0
20062032,2017-2018,9,Matematicas,1,88.0
20062032,2017-2018,9,Matematicas,2,79.0
20062032,2017-2018,9,Matematicas,3,74.0
20062032,2017-2018,9,Matematicas,4,69.0
20062032,2017-2018,9,Ciencias,1,85.0
20062032,2017-2018,9,Ciencias,2,88.0
20062032,2017-2018,9,Ciencias,3,85.0
20062032,2017-2018,9,Ciencias,4,85.0
20062032,2017-2018,9,Fisica,1,88.0
20062032,2017-2018,9,Fisica,2,92.0
20062032,2017-2018,9,Fisica,3,80.0
20062032,2017-2018,9,Fisica,4,74.0
20062032,2017-2018,9,Ciencias Sociales,1,93.0
20062032,2017-2018,9,Ciencias Sociales,2,87.0
20062032,2017-2018,9,Ciencias Sociales,3,85.0
20062032,2017-2018,9,Ciencias Sociales,4,73.0
20062032,2017-2018,9,Espaol,1,77.0
20062032,2017-2018,9,Espaol,2,71.0
20062032,2017-2018,9,Espaol,3,63.0
20062032,2017-2018,9,Espaol,4,77.0
20062032,2017-2018,9,Geometria,1,71.0
20062032,2017-2018,9,Geometria,2,76.0
20062032,2017-2018,9,Geometria,3,78.0
20062032,2017-2018,9,Geometria,4,71.0
20062032,2017-2018,9,Ingles,1,81.0
20062032,2017-2018,9,Ingles,2,82.0
20062032,2017-2018,9,Ingles,3,79.0
20062032,2017-2018,9,Ingles,4,84.0
20062032,2017-2018,9,Social Studies,1,89.0
20062032,2017-2018,9,Social Studies,2,88.0
20062032,2017-2018,9,Social Studies,3,87.0
20062032,2017-2018,9,Social Studies,4,76.0
20062032,2017-2018,9,Disciplina,1,93.0
20062032,2017-2018,9,Disciplina,2,87.0
20062032,2017-2018,9,Disciplina,3,80.0
20062032,2017-2018,9,Disciplina,4,78.0
20062033,2017-2018,9,Matematicas,1,85.0
20062033,2017-2018,9,Matematicas,2,78.0
20062033,2017-2018,9,Matematicas,3,87.0
20062033,2017-2018,9,Matematicas,4,68.0
20062033,2017-2018,9,Ciencias,1,91.0
20062033,2017-2018,9,Ciencias,2,90.0
20062033,2017-2018,9,Ciencias,3,93.0
20062033,2017-2018,9,Ciencias,4,89.0
20062033,2017-2018,9,Fisica,1,81.0
20062033,2017-2018,9,Fisica,2,73.0
20062033,2017-2018,9,Fisica,3,90.0
20062033,2017-2018,9,Fisica,4,71.0
20062033,2017-2018,9,Ciencias Sociales,1,87.0
20062033,2017-2018,9,Ciencias Sociales,2,87.0
20062033,2017-2018,9,Ciencias Sociales,3,86.0
20062033,2017-2018,9,Ciencias Sociales,4,80.0
20062033,2017-2018,9,Espaol,1,79.0
20062033,2017-2018,9,Espaol,2,79.0
20062033,2017-2018,9,Espaol,3,70.0
20062033,2017-2018,9,Espaol,4,82.0
20062033,2017-2018,9,Geometria,1,76.0
20062033,2017-2018,9,Geometria,2,70.0
20062033,2017-2018,9,Geometria,3,85.0
20062033,2017-2018,9,Geometria,4,82.0
20062033,2017-2018,9,Ingles,1,86.0
20062033,2017-2018,9,Ingles,2,74.0
20062033,2017-2018,9,Ingles,3,85.0
20062033,2017-2018,9,Ingles,4,75.0
20062033,2017-2018,9,Social Studies,1,93.0
20062033,2017-2018,9,Social Studies,2,88.0
20062033,2017-2018,9,Social Studies,3,83.0
20062033,2017-2018,9,Social Studies,4,85.0
20062033,2017-2018,9,Disciplina,1,93.0
20062033,2017-2018,9,Disciplina,2,98.0
20062033,2017-2018,9,Disciplina,3,83.0
20062033,2017-2018,9,Disciplina,4,84.0
20062034,2017-2018,9,Matematicas,1,89.0
20062034,2017-2018,9,Matematicas,2,93.0
20062034,2017-2018,9,Matematicas,3,99.0
20062034,2017-2018,9,Matematicas,4,90.0
20062034,2017-2018,9,Ciencias,1,91.0
20062034,2017-2018,9,Ciencias,2,98.0
20062034,2017-2018,9,Ciencias,3,97.0
20062034,2017-2018,9,Ciencias,4,92.0
20062034,2017-2018,9,Fisica,1,84.0
20062034,2017-2018,9,Fisica,2,86.0
20062034,2017-2018,9,Fisica,3,87.0
20062034,2017-2018,9,Fisica,4,92.0
20062034,2017-2018,9,Ciencias Sociales,1,94.0
20062034,2017-2018,9,Ciencias Sociales,2,91.0
20062034,2017-2018,9,Ciencias Sociales,3,95.0
20062034,2017-2018,9,Ciencias Sociales,4,91.0
20062034,2017-2018,9,Espaol,1,86.0
20062034,2017-2018,9,Espaol,2,86.0
20062034,2017-2018,9,Espaol,3,85.0
20062034,2017-2018,9,Espaol,4,88.0
20062034,2017-2018,9,Geometria,1,98.0
20062034,2017-2018,9,Geometria,2,91.0
20062034,2017-2018,9,Geometria,3,100.0
20062034,2017-2018,9,Geometria,4,95.0
20062034,2017-2018,9,Ingles,1,87.0
20062034,2017-2018,9,Ingles,2,88.0
20062034,2017-2018,9,Ingles,3,92.0
20062034,2017-2018,9,Ingles,4,87.0
20062034,2017-2018,9,Social Studies,1,89.0
20062034,2017-2018,9,Social Studies,2,86.0
20062034,2017-2018,9,Social Studies,3,92.0
20062034,2017-2018,9,Social Studies,4,89.0
20062034,2017-2018,9,Disciplina,1,98.0
20062034,2017-2018,9,Disciplina,2,100.0
20062034,2017-2018,9,Disciplina,3,100.0
20062034,2017-2018,9,Disciplina,4,100.0
20062037,2017-2018,9,Matematicas,1,89.0
20062037,2017-2018,9,Matematicas,2,84.0
20062037,2017-2018,9,Matematicas,3,82.0
20062037,2017-2018,9,Matematicas,4,77.0
20062037,2017-2018,9,Ciencias,1,100.0
20062037,2017-2018,9,Ciencias,2,100.0
20062037,2017-2018,9,Ciencias,3,77.0
20062037,2017-2018,9,Ciencias,4,100.0
20062037,2017-2018,9,Fisica,1,78.0
20062037,2017-2018,9,Fisica,2,79.0
20062037,2017-2018,9,Fisica,3,73.0
20062037,2017-2018,9,Fisica,4,84.0
20062037,2017-2018,9,Ciencias Sociales,1,95.0
20062037,2017-2018,9,Ciencias Sociales,2,91.0
20062037,2017-2018,9,Ciencias Sociales,3,93.0
20062037,2017-2018,9,Ciencias Sociales,4,87.0
20062037,2017-2018,9,Espaol,1,80.0
20062037,2017-2018,9,Espaol,2,80.0
20062037,2017-2018,9,Espaol,3,77.0
20062037,2017-2018,9,Espaol,4,84.0
20062037,2017-2018,9,Geometria,1,98.0
20062037,2017-2018,9,Geometria,2,94.0
20062037,2017-2018,9,Geometria,3,94.0
20062037,2017-2018,9,Geometria,4,95.0
20062037,2017-2018,9,Ingles,1,95.0
20062037,2017-2018,9,Ingles,2,92.0
20062037,2017-2018,9,Ingles,3,94.0
20062037,2017-2018,9,Ingles,4,86.0
20062037,2017-2018,9,Social Studies,1,91.0
20062037,2017-2018,9,Social Studies,2,90.0
20062037,2017-2018,9,Social Studies,3,87.0
20062037,2017-2018,9,Social Studies,4,90.0
20062037,2017-2018,9,Disciplina,1,97.0
20062037,2017-2018,9,Disciplina,2,98.0
20062037,2017-2018,9,Disciplina,3,98.0
20062037,2017-2018,9,Disciplina,4,98.0
20062053,2017-2018,9,Matematicas,1,86.0
20062053,2017-2018,9,Matematicas,2,86.0
20062053,2017-2018,9,Matematicas,3,95.0
20062053,2017-2018,9,Matematicas,4,84.0
20062053,2017-2018,9,Ciencias,1,94.0
20062053,2017-2018,9,Ciencias,2,93.0
20062053,2017-2018,9,Ciencias,3,99.0
20062053,2017-2018,9,Ciencias,4,96.0
20062053,2017-2018,9,Fisica,1,94.0
20062053,2017-2018,9,Fisica,2,92.0
20062053,2017-2018,9,Fisica,3,92.0
20062053,2017-2018,9,Fisica,4,90.0
20062053,2017-2018,9,Ciencias Sociales,1,97.0
20062053,2017-2018,9,Ciencias Sociales,2,94.0
20062053,2017-2018,9,Ciencias Sociales,3,95.0
20062053,2017-2018,9,Ciencias Sociales,4,92.0
20062053,2017-2018,9,Espaol,1,89.0
20062053,2017-2018,9,Espaol,2,88.0
20062053,2017-2018,9,Espaol,3,91.0
20062053,2017-2018,9,Espaol,4,92.0
20062053,2017-2018,9,Geometria,1,85.0
20062053,2017-2018,9,Geometria,2,95.0
20062053,2017-2018,9,Geometria,3,95.0
20062053,2017-2018,9,Geometria,4,88.0
20062053,2017-2018,9,Ingles,1,95.0
20062053,2017-2018,9,Ingles,2,93.0
20062053,2017-2018,9,Ingles,3,91.0
20062053,2017-2018,9,Ingles,4,93.0
20062053,2017-2018,9,Social Studies,1,93.0
20062053,2017-2018,9,Social Studies,2,83.0
20062053,2017-2018,9,Social Studies,3,100.0
20062053,2017-2018,9,Social Studies,4,95.0
20062053,2017-2018,9,Disciplina,1,99.0
20062053,2017-2018,9,Disciplina,2,100.0
20062053,2017-2018,9,Disciplina,3,100.0
20062053,2017-2018,9,Disciplina,4,99.0
20062061,2017-2018,9,Matematicas,1,90.0
20062061,2017-2018,9,Matematicas,2,92.0
20062061,2017-2018,9,Matematicas,3,93.0
20062061,2017-2018,9,Matematicas,4,84.0
20062061,2017-2018,9,Ciencias,1,100.0
20062061,2017-2018,9,Ciencias,2,99.0
20062061,2017-2018,9,Ciencias,3,100.0
20062061,2017-2018,9,Ciencias,4,100.0
20062061,2017-2018,9,Fisica,1,88.0
20062061,2017-2018,9,Fisica,2,86.0
20062061,2017-2018,9,Fisica,3,87.0
20062061,2017-2018,9,Fisica,4,73.0
20062061,2017-2018,9,Ciencias Sociales,1,92.0
20062061,2017-2018,9,Ciencias Sociales,2,92.0
20062061,2017-2018,9,Ciencias Sociales,3,93.0
20062061,2017-2018,9,Ciencias Sociales,4,89.0
20062061,2017-2018,9,Espaol,1,89.0
20062061,2017-2018,9,Espaol,2,87.0
20062061,2017-2018,9,Espaol,3,88.0
20062061,2017-2018,9,Espaol,4,88.0
20062061,2017-2018,9,Geometria,1,87.0
20062061,2017-2018,9,Geometria,2,98.0
20062061,2017-2018,9,Geometria,3,97.0
20062061,2017-2018,9,Geometria,4,95.0
20062061,2017-2018,9,Ingles,1,94.0
20062061,2017-2018,9,Ingles,2,90.0
20062061,2017-2018,9,Ingles,3,98.0
20062061,2017-2018,9,Ingles,4,87.0
20062061,2017-2018,9,Social Studies,1,92.0
20062061,2017-2018,9,Social Studies,2,92.0
20062061,2017-2018,9,Social Studies,3,95.0
20062061,2017-2018,9,Social Studies,4,93.0
20062061,2017-2018,9,Disciplina,1,98.0
20062061,2017-2018,9,Disciplina,2,100.0
20062061,2017-2018,9,Disciplina,3,100.0
20062061,2017-2018,9,Disciplina,4,99.0
20062087,2017-2018,9,Matematicas,1,100.0
20062087,2017-2018,9,Matematicas,2,99.0
20062087,2017-2018,9,Matematicas,3,100.0
20062087,2017-2018,9,Matematicas,4,100.0
20062087,2017-2018,9,Ciencias,1,100.0
20062087,2017-2018,9,Ciencias,2,100.0
20062087,2017-2018,9,Ciencias,3,100.0
20062087,2017-2018,9,Ciencias,4,100.0
20062087,2017-2018,9,Fisica,1,95.0
20062087,2017-2018,9,Fisica,2,99.0
20062087,2017-2018,9,Fisica,3,98.0
20062087,2017-2018,9,Fisica,4,97.0
20062087,2017-2018,9,Ciencias Sociales,1,96.0
20062087,2017-2018,9,Ciencias Sociales,2,91.0
20062087,2017-2018,9,Ciencias Sociales,3,96.0
20062087,2017-2018,9,Ciencias Sociales,4,97.0
