codigo,anio_escolar,grado,asignatura,resultado
20052019,2019-2020,12,LECTURA CRITICA,
20052019,2019-2020,12,MATEMATICAS,
20052019,2019-2020,12,SOCIALES Y CIUDADANAS,
20052019,2019-2020,12,CIENCIAS,
20052019,2019-2020,12,INGLES,
20052019,2019-2020,12,GLOBAL,
20052018,2019-2020,12,LECTURA CRITICA,65.0
20052018,2019-2020,12,MATEMATICAS,67.0
20052018,2019-2020,12,SOCIALES Y CIUDADANAS,61.0
20052018,2019-2020,12,CIENCIAS,66.0
20052018,2019-2020,12,INGLES,78.0
20052018,2019-2020,12,GLOBAL,329.0
20052020,2019-2020,12,LECTURA CRITICA,54.0
20052020,2019-2020,12,MATEMATICAS,66.0
20052020,2019-2020,12,SOCIALES Y CIUDADANAS,56.0
20052020,2019-2020,12,CIENCIAS,55.0
20052020,2019-2020,12,INGLES,75.0
20052020,2019-2020,12,GLOBAL,295.0
20052023,2019-2020,12,LECTURA CRITICA,75.0
20052023,2019-2020,12,MATEMATICAS,68.0
20052023,2019-2020,12,SOCIALES Y CIUDADANAS,70.0
20052023,2019-2020,12,CIENCIAS,69.0
20052023,2019-2020,12,INGLES,83.0
20052023,2019-2020,12,GLOBAL,357.0
20052024,2019-2020,12,LECTURA CRITICA,60.0
20052024,2019-2020,12,MATEMATICAS,65.0
20052024,2019-2020,12,SOCIALES Y CIUDADANAS,49.0
20052024,2019-2020,12,CIENCIAS,73.0
20052024,2019-2020,12,INGLES,82.0
20052024,2019-2020,12,GLOBAL,317.0
20052021,2019-2020,12,LECTURA CRITICA,73.0
20052021,2019-2020,12,MATEMATICAS,50.0
20052021,2019-2020,12,SOCIALES Y CIUDADANAS,68.0
20052021,2019-2020,12,CIENCIAS,46.0
20052021,2019-2020,12,INGLES,82.0
20052021,2019-2020,12,GLOBAL,305.0
20052070,2019-2020,12,LECTURA CRITICA,
20052070,2019-2020,12,MATEMATICAS,
20052070,2019-2020,12,SOCIALES Y CIUDADANAS,
20052070,2019-2020,12,CIENCIAS,
20052070,2019-2020,12,INGLES,
20052070,2019-2020,12,GLOBAL,
20042030,2019-2020,12,LECTURA CRITICA,61.0
20042030,2019-2020,12,MATEMATICAS,59.0
20042030,2019-2020,12,SOCIALES Y CIUDADANAS,49.0
20042030,2019-2020,12,CIENCIAS,54.0
20042030,2019-2020,12,INGLES,79.0
20042030,2019-2020,12,GLOBAL,288.0
20052072,2019-2020,12,LECTURA CRITICA,55.0
20052072,2019-2020,12,MATEMATICAS,66.0
20052072,2019-2020,12,SOCIALES Y CIUDADANAS,54.0
20052072,2019-2020,12,CIENCIAS,60.0
20052072,2019-2020,12,INGLES,85.0
20052072,2019-2020,12,GLOBAL,304.0
20062143,2019-2020,12,LECTURA CRITICA,71.0
20062143,2019-2020,12,MATEMATICAS,77.0
20062143,2019-2020,12,SOCIALES Y CIUDADANAS,75.0
20062143,2019-2020,12,CIENCIAS,69.0
20062143,2019-2020,12,INGLES,86.0
20062143,2019-2020,12,GLOBAL,370.0
20052025,2019-2020,12,LECTURA CRITICA,78.0
20052025,2019-2020,12,MATEMATICAS,75.0
20052025,2019-2020,12,SOCIALES Y CIUDADANAS,63.0
20052025,2019-2020,12,CIENCIAS,68.0
20052025,2019-2020,12,INGLES,85.0
20052025,2019-2020,12,GLOBAL,360.0
20150365,2019-2020,12,LECTURA CRITICA,54.0
20150365,2019-2020,12,MATEMATICAS,59.0
20150365,2019-2020,12,SOCIALES Y CIUDADANAS,51.0
20150365,2019-2020,12,CIENCIAS,58.0
20150365,2019-2020,12,INGLES,82.0
20150365,2019-2020,12,GLOBAL,288.0
20161101,2019-2020,12,LECTURA CRITICA,69.0
20161101,2019-2020,12,MATEMATICAS,74.0
20161101,2019-2020,12,SOCIALES Y CIUDADANAS,69.0
20161101,2019-2020,12,CIENCIAS,68.0
20161101,2019-2020,12,INGLES,83.0
20161101,2019-2020,12,GLOBAL,355.0
20052031,2019-2020,12,LECTURA CRITICA,51.0
20052031,2019-2020,12,MATEMATICAS,61.0
20052031,2019-2020,12,SOCIALES Y CIUDADANAS,61.0
20052031,2019-2020,12,CIENCIAS,56.0
20052031,2019-2020,12,INGLES,83.0
20052031,2019-2020,12,GLOBAL,296.0
20052029,2019-2020,12,LECTURA CRITICA,74.0
20052029,2019-2020,12,MATEMATICAS,70.0
20052029,2019-2020,12,SOCIALES Y CIUDADANAS,76.0
20052029,2019-2020,12,CIENCIAS,68.0
20052029,2019-2020,12,INGLES,81.0
20052029,2019-2020,12,GLOBAL,363.0
20042034,2019-2020,12,LECTURA CRITICA,47.0
20042034,2019-2020,12,MATEMATICAS,56.0
20042034,2019-2020,12,SOCIALES Y CIUDADANAS,31.0
20042034,2019-2020,12,CIENCIAS,47.0
20042034,2019-2020,12,INGLES,76.0
20042034,2019-2020,12,GLOBAL,238.0
20052032,2019-2020,12,LECTURA CRITICA,73.0
20052032,2019-2020,12,MATEMATICAS,74.0
20052032,2019-2020,12,SOCIALES Y CIUDADANAS,63.0
20052032,2019-2020,12,CIENCIAS,69.0
20052032,2019-2020,12,INGLES,100.0
20052032,2019-2020,12,GLOBAL,360.0
20052028,2019-2020,12,LECTURA CRITICA,74.0
20052028,2019-2020,12,MATEMATICAS,70.0
20052028,2019-2020,12,SOCIALES Y CIUDADANAS,69.0
20052028,2019-2020,12,CIENCIAS,72.0
20052028,2019-2020,12,INGLES,81.0
20052028,2019-2020,12,GLOBAL,360.0
20052033,2019-2020,12,LECTURA CRITICA,79.0
20052033,2019-2020,12,MATEMATICAS,76.0
20052033,2019-2020,12,SOCIALES Y CIUDADANAS,68.0
20052033,2019-2020,12,CIENCIAS,67.0
20052033,2019-2020,12,INGLES,84.0
20052033,2019-2020,12,GLOBAL,367.0
20181209,2019-2020,12,LECTURA CRITICA,64.0
20181209,2019-2020,12,MATEMATICAS,65.0
20181209,2019-2020,12,SOCIALES Y CIUDADANAS,60.0
20181209,2019-2020,12,CIENCIAS,63.0
20181209,2019-2020,12,INGLES,78.0
20181209,2019-2020,12,GLOBAL,321.0
20062144,2019-2020,12,LECTURA CRITICA,70.0
20062144,2019-2020,12,MATEMATICAS,72.0
20062144,2019-2020,12,SOCIALES Y CIUDADANAS,73.0
20062144,2019-2020,12,CIENCIAS,77.0
20062144,2019-2020,12,INGLES,100.0
20062144,2019-2020,12,GLOBAL,375.0
20090158,2019-2020,12,LECTURA CRITICA,70.0
20090158,2019-2020,12,MATEMATICAS,76.0
20090158,2019-2020,12,SOCIALES Y CIUDADANAS,79.0
20090158,2019-2020,12,CIENCIAS,67.0
20090158,2019-2020,12,INGLES,82.0
20090158,2019-2020,12,GLOBAL,368.0
20052037,2019-2020,12,LECTURA CRITICA,56.0
20052037,2019-2020,12,MATEMATICAS,65.0
20052037,2019-2020,12,SOCIALES Y CIUDADANAS,51.0
20052037,2019-2020,12,CIENCIAS,56.0
20052037,2019-2020,12,INGLES,79.0
20052037,2019-2020,12,GLOBAL,293.0
20052034,2019-2020,12,LECTURA CRITICA,58.0
20052034,2019-2020,12,MATEMATICAS,62.0
20052034,2019-2020,12,SOCIALES Y CIUDADANAS,59.0
20052034,2019-2020,12,CIENCIAS,67.0
20052034,2019-2020,12,INGLES,77.0
20052034,2019-2020,12,GLOBAL,313.0
20052035,2019-2020,12,LECTURA CRITICA,58.0
20052035,2019-2020,12,MATEMATICAS,69.0
20052035,2019-2020,12,SOCIALES Y CIUDADANAS,66.0
20052035,2019-2020,12,CIENCIAS,59.0
20052035,2019-2020,12,INGLES,84.0
20052035,2019-2020,12,GLOBAL,323.0
20052036,2019-2020,12,LECTURA CRITICA,78.0
20052036,2019-2020,12,MATEMATICAS,75.0
20052036,2019-2020,12,SOCIALES Y CIUDADANAS,75.0
20052036,2019-2020,12,CIENCIAS,75.0
20052036,2019-2020,12,INGLES,85.0
20052036,2019-2020,12,GLOBAL,382.0
20052041,2019-2020,12,LECTURA CRITICA,64.0
20052041,2019-2020,12,MATEMATICAS,69.0
20052041,2019-2020,12,SOCIALES Y CIUDADANAS,53.0
20052041,2019-2020,12,CIENCIAS,59.0
20052041,2019-2020,12,INGLES,83.0
20052041,2019-2020,12,GLOBAL,315.0
20052039,2019-2020,12,LECTURA CRITICA,64.0
20052039,2019-2020,12,MATEMATICAS,65.0
20052039,2019-2020,12,SOCIALES Y CIUDADANAS,59.0
20052039,2019-2020,12,CIENCIAS,69.0
20052039,2019-2020,12,INGLES,85.0
20052039,2019-2020,12,GLOBAL,329.0
20052040,2019-2020,12,LECTURA CRITICA,61.0
20052040,2019-2020,12,MATEMATICAS,70.0
20052040,2019-2020,12,SOCIALES Y CIUDADANAS,66.0
20052040,2019-2020,12,CIENCIAS,72.0
20052040,2019-2020,12,INGLES,78.0
20052040,2019-2020,12,GLOBAL,340.0
20042049,2019-2020,12,LECTURA CRITICA,66.0
20042049,2019-2020,12,MATEMATICAS,72.0
20042049,2019-2020,12,SOCIALES Y CIUDADANAS,61.0
20042049,2019-2020,12,CIENCIAS,37.0
20042049,2019-2020,12,INGLES,79.0
20042049,2019-2020,12,GLOBAL,303.0
20072261,2019-2020,12,LECTURA CRITICA,49.0
20072261,2019-2020,12,MATEMATICAS,59.0
20072261,2019-2020,12,SOCIALES Y CIUDADANAS,59.0
20072261,2019-2020,12,CIENCIAS,55.0
20072261,2019-2020,12,INGLES,82.0
20072261,2019-2020,12,GLOBAL,288.0
20062194,2019-2020,12,LECTURA CRITICA,67.0
20062194,2019-2020,12,MATEMATICAS,68.0
20062194,2019-2020,12,SOCIALES Y CIUDADANAS,63.0
20062194,2019-2020,12,CIENCIAS,67.0
20062194,2019-2020,12,INGLES,100.0
20062194,2019-2020,12,GLOBAL,344.0
20062146,2019-2020,12,LECTURA CRITICA,
20062146,2019-2020,12,MATEMATICAS,
20062146,2019-2020,12,SOCIALES Y CIUDADANAS,
20062146,2019-2020,12,CIENCIAS,
20062146,2019-2020,12,INGLES,
20062146,2019-2020,12,GLOBAL,
20052038,2019-2020,12,LECTURA CRITICA,74.0
20052038,2019-2020,12,MATEMATICAS,77.0
20052038,2019-2020,12,SOCIALES Y CIUDADANAS,68.0
20052038,2019-2020,12,CIENCIAS,61.0
20052038,2019-2020,12,INGLES,87.0
20052038,2019-2020,12,GLOBAL,357.0
20052043,2019-2020,12,LECTURA CRITICA,78.0
20052043,2019-2020,12,MATEMATICAS,80.0
20052043,2019-2020,12,SOCIALES Y CIUDADANAS,75.0
20052043,2019-2020,12,CIENCIAS,78.0
20052043,2019-2020,12,INGLES,84.0
20052043,2019-2020,12,GLOBAL,391.0
20062147,2019-2020,12,LECTURA CRITICA,75.0
20062147,2019-2020,12,MATEMATICAS,76.0
20062147,2019-2020,12,SOCIALES Y CIUDADANAS,71.0
20062147,2019-2020,12,CIENCIAS,69.0
20062147,2019-2020,12,INGLES,100.0
20062147,2019-2020,12,GLOBAL,374.0
20052042,2019-2020,12,LECTURA CRITICA,73.0
20052042,2019-2020,12,MATEMATICAS,77.0
20052042,2019-2020,12,SOCIALES Y CIUDADANAS,70.0
20052042,2019-2020,12,CIENCIAS,71.0
20052042,2019-2020,12,INGLES,100.0
20052042,2019-2020,12,GLOBAL,374.0
20052044,2019-2020,12,LECTURA CRITICA,58.0
20052044,2019-2020,12,MATEMATICAS,76.0
20052044,2019-2020,12,SOCIALES Y CIUDADANAS,64.0
20052044,2019-2020,12,CIENCIAS,63.0
20052044,2019-2020,12,INGLES,100.0
20052044,2019-2020,12,GLOBAL,340.0
20072249,2019-2020,12,LECTURA CRITICA,76.0
20072249,2019-2020,12,MATEMATICAS,78.0
20072249,2019-2020,12,SOCIALES Y CIUDADANAS,71.0
20072249,2019-2020,12,CIENCIAS,76.0
20072249,2019-2020,12,INGLES,81.0
20072249,2019-2020,12,GLOBAL,378.0
20052045,2019-2020,12,LECTURA CRITICA,72.0
20052045,2019-2020,12,MATEMATICAS,71.0
20052045,2019-2020,12,SOCIALES Y CIUDADANAS,72.0
20052045,2019-2020,12,CIENCIAS,62.0
20052045,2019-2020,12,INGLES,100.0
20052045,2019-2020,12,GLOBAL,358.0
20052047,2019-2020,12,LECTURA CRITICA,
20052047,2019-2020,12,MATEMATICAS,
20052047,2019-2020,12,SOCIALES Y CIUDADANAS,
20052047,2019-2020,12,CIENCIAS,
20052047,2019-2020,12,INGLES,
20052047,2019-2020,12,GLOBAL,
20092272,2020-2021,12,LECTURA CRITICA,65.0
20092272,2020-2021,12,MATEMATICAS,59.0
20092272,2020-2021,12,SOCIALES Y CIUDADANAS,55.0
20092272,2020-2021,12,CIENCIAS,53.0
20092272,2020-2021,12,INGLES,87.0
20092272,2020-2021,12,GLOBAL,301.0
20072128,2020-2021,12,LECTURA CRITICA,73.0
20072128,2020-2021,12,MATEMATICAS,75.0
20072128,2020-2021,12,SOCIALES Y CIUDADANAS,69.0
20072128,2020-2021,12,CIENCIAS,71.0
20072128,2020-2021,12,INGLES,87.0
20072128,2020-2021,12,GLOBAL,366.0
20062002,2020-2021,12,LECTURA CRITICA,72.0
20062002,2020-2021,12,MATEMATICAS,76.0
20062002,2020-2021,12,SOCIALES Y CIUDADANAS,73.0
20062002,2020-2021,12,CIENCIAS,76.0
20062002,2020-2021,12,INGLES,100.0
20062002,2020-2021,12,GLOBAL,381.0
20072130,2020-2021,12,LECTURA CRITICA,79.0
20072130,2020-2021,12,MATEMATICAS,72.0
20072130,2020-2021,12,SOCIALES Y CIUDADANAS,80.0
20072130,2020-2021,12,CIENCIAS,66.0
20072130,2020-2021,12,INGLES,100.0
20072130,2020-2021,12,GLOBAL,381.0
20092374,2020-2021,12,LECTURA CRITICA,63.0
20092374,2020-2021,12,MATEMATICAS,57.0
20092374,2020-2021,12,SOCIALES Y CIUDADANAS,50.0
20092374,2020-2021,12,CIENCIAS,61.0
20092374,2020-2021,12,INGLES,84.0
20092374,2020-2021,12,GLOBAL,299.0
20072132,2020-2021,12,LECTURA CRITICA,72.0
20072132,2020-2021,12,MATEMATICAS,76.0
20072132,2020-2021,12,SOCIALES Y CIUDADANAS,74.0
20072132,2020-2021,12,CIENCIAS,73.0
20072132,2020-2021,12,INGLES,85.0
20072132,2020-2021,12,GLOBAL,373.0
20062005,2020-2021,12,LECTURA CRITICA,60.0
20062005,2020-2021,12,MATEMATICAS,66.0
20062005,2020-2021,12,SOCIALES Y CIUDADANAS,49.0
20062005,2020-2021,12,CIENCIAS,55.0
20062005,2020-2021,12,INGLES,78.0
20062005,2020-2021,12,GLOBAL,295.0
20062004,2020-2021,12,LECTURA CRITICA,68.0
20062004,2020-2021,12,MATEMATICAS,70.0
20062004,2020-2021,12,SOCIALES Y CIUDADANAS,66.0
20062004,2020-2021,12,CIENCIAS,67.0
20062004,2020-2021,12,INGLES,81.0
20062004,2020-2021,12,GLOBAL,344.0
20062006,2020-2021,12,LECTURA CRITICA,59.0
20062006,2020-2021,12,MATEMATICAS,68.0
20062006,2020-2021,12,SOCIALES Y CIUDADANAS,40.0
20062006,2020-2021,12,CIENCIAS,65.0
20062006,2020-2021,12,INGLES,83.0
20062006,2020-2021,12,GLOBAL,300.0
20062007,2020-2021,12,LECTURA CRITICA,51.0
20062007,2020-2021,12,MATEMATICAS,63.0
20062007,2020-2021,12,SOCIALES Y CIUDADANAS,54.0
20062007,2020-2021,12,CIENCIAS,50.0
20062007,2020-2021,12,INGLES,83.0
20062007,2020-2021,12,GLOBAL,283.0
20062008,2020-2021,12,LECTURA CRITICA,40.0
20062008,2020-2021,12,MATEMATICAS,39.0
20062008,2020-2021,12,SOCIALES Y CIUDADANAS,42.0
20062008,2020-2021,12,CIENCIAS,35.0
20062008,2020-2021,12,INGLES,77.0
20062008,2020-2021,12,GLOBAL,210.0
20062010,2020-2021,12,LECTURA CRITICA,59.0
20062010,2020-2021,12,MATEMATICAS,57.0
20062010,2020-2021,12,SOCIALES Y CIUDADANAS,37.0
20062010,2020-2021,12,CIENCIAS,47.0
20062010,2020-2021,12,INGLES,80.0
20062010,2020-2021,12,GLOBAL,262.0
20062011,2020-2021,12,LECTURA CRITICA,64.0
20062011,2020-2021,12,MATEMATICAS,56.0
20062011,2020-2021,12,SOCIALES Y CIUDADANAS,55.0
20062011,2020-2021,12,CIENCIAS,56.0
20062011,2020-2021,12,INGLES,79.0
20062011,2020-2021,12,GLOBAL,297.0
20120084,2020-2021,12,LECTURA CRITICA,74.0
20120084,2020-2021,12,MATEMATICAS,69.0
20120084,2020-2021,12,SOCIALES Y CIUDADANAS,72.0
20120084,2020-2021,12,CIENCIAS,65.0
20120084,2020-2021,12,INGLES,100.0
20120084,2020-2021,12,GLOBAL,362.0
20062012,2020-2021,12,LECTURA CRITICA,77.0
20062012,2020-2021,12,MATEMATICAS,77.0
20062012,2020-2021,12,SOCIALES Y CIUDADANAS,74.0
20062012,2020-2021,12,CIENCIAS,73.0
20062012,2020-2021,12,INGLES,86.0
20062012,2020-2021,12,GLOBAL,380.0
20062193,2020-2021,12,LECTURA CRITICA,42.0
20062193,2020-2021,12,MATEMATICAS,57.0
20062193,2020-2021,12,SOCIALES Y CIUDADANAS,34.0
20062193,2020-2021,12,CIENCIAS,44.0
20062193,2020-2021,12,INGLES,83.0
20062193,2020-2021,12,GLOBAL,236.0
20062014,2020-2021,12,LECTURA CRITICA,57.0
20062014,2020-2021,12,MATEMATICAS,56.0
20062014,2020-2021,12,SOCIALES Y CIUDADANAS,52.0
20062014,2020-2021,12,CIENCIAS,60.0
20062014,2020-2021,12,INGLES,79.0
20062014,2020-2021,12,GLOBAL,290.0
20062013,2020-2021,12,LECTURA CRITICA,54.0
20062013,2020-2021,12,MATEMATICAS,61.0
20062013,2020-2021,12,SOCIALES Y CIUDADANAS,51.0
20062013,2020-2021,12,CIENCIAS,58.0
20062013,2020-2021,12,INGLES,74.0
20062013,2020-2021,12,GLOBAL,287.0
20062015,2020-2021,12,LECTURA CRITICA,62.0
20062015,2020-2021,12,MATEMATICAS,67.0
20062015,2020-2021,12,SOCIALES Y CIUDADANAS,65.0
20062015,2020-2021,12,CIENCIAS,65.0
20062015,2020-2021,12,INGLES,89.0
20062015,2020-2021,12,GLOBAL,333.0
20072160,2020-2021,12,LECTURA CRITICA,78.0
20072160,2020-2021,12,MATEMATICAS,79.0
20072160,2020-2021,12,SOCIALES Y CIUDADANAS,73.0
20072160,2020-2021,12,CIENCIAS,73.0
20072160,2020-2021,12,INGLES,100.0
20072160,2020-2021,12,GLOBAL,388.0
20052014,2020-2021,12,LECTURA CRITICA,49.0
20052014,2020-2021,12,MATEMATICAS,50.0
20052014,2020-2021,12,SOCIALES Y CIUDADANAS,38.0
20052014,2020-2021,12,CIENCIAS,39.0
20052014,2020-2021,12,INGLES,80.0
20052014,2020-2021,12,GLOBAL,234.0
20062087,2020-2021,12,LECTURA CRITICA,76.0
20062087,2020-2021,12,MATEMATICAS,78.0
20062087,2020-2021,12,SOCIALES Y CIUDADANAS,72.0
20062087,2020-2021,12,CIENCIAS,72.0
20062087,2020-2021,12,INGLES,82.0
20062087,2020-2021,12,GLOBAL,375.0
20092355,2020-2021,12,LECTURA CRITICA,65.0
20092355,2020-2021,12,MATEMATICAS,51.0
20092355,2020-2021,12,SOCIALES Y CIUDADANAS,59.0
20092355,2020-2021,12,CIENCIAS,52.0
20092355,2020-2021,12,INGLES,82.0
20092355,2020-2021,12,GLOBAL,293.0
20052017,2020-2021,12,LECTURA CRITICA,61.0
20052017,2020-2021,12,MATEMATICAS,53.0
20052017,2020-2021,12,SOCIALES Y CIUDADANAS,60.0
20052017,2020-2021,12,CIENCIAS,54.0
20052017,2020-2021,12,INGLES,74.0
20052017,2020-2021,12,GLOBAL,292.0
20062018,2020-2021,12,LECTURA CRITICA,70.0
20062018,2020-2021,12,MATEMATICAS,78.0
20062018,2020-2021,12,SOCIALES Y CIUDADANAS,76.0
20062018,2020-2021,12,CIENCIAS,72.0
20062018,2020-2021,12,INGLES,100.0
20062018,2020-2021,12,GLOBAL,380.0
20062019,2020-2021,12,LECTURA CRITICA,67.0
20062019,2020-2021,12,MATEMATICAS,71.0
20062019,2020-2021,12,SOCIALES Y CIUDADANAS,62.0
20062019,2020-2021,12,CIENCIAS,62.0
20062019,2020-2021,12,INGLES,80.0
20062019,2020-2021,12,GLOBAL,333.0
20062020,2020-2021,12,LECTURA CRITICA,63.0
20062020,2020-2021,12,MATEMATICAS,57.0
20062020,2020-2021,12,SOCIALES Y CIUDADANAS,61.0
20062020,2020-2021,12,CIENCIAS,62.0
20062020,2020-2021,12,INGLES,82.0
20062020,2020-2021,12,GLOBAL,312.0
20062021,2020-2021,12,LECTURA CRITICA,71.0
20062021,2020-2021,12,MATEMATICAS,77.0
20062021,2020-2021,12,SOCIALES Y CIUDADANAS,71.0
20062021,2020-2021,12,CIENCIAS,69.0
20062021,2020-2021,12,INGLES,89.0
20062021,2020-2021,12,GLOBAL,367.0
20062053,2020-2021,12,LECTURA CRITICA,71.0
20062053,2020-2021,12,MATEMATICAS,76.0
20062053,2020-2021,12,SOCIALES Y CIUDADANAS,80.0
20062053,2020-2021,12,CIENCIAS,68.0
20062053,2020-2021,12,INGLES,100.0
20062053,2020-2021,12,GLOBAL,379.0
20181181,2020-2021,12,LECTURA CRITICA,74.0
20181181,2020-2021,12,MATEMATICAS,78.0
20181181,2020-2021,12,SOCIALES Y CIUDADANAS,72.0
20181181,2020-2021,12,CIENCIAS,76.0
20181181,2020-2021,12,INGLES,83.0
20181181,2020-2021,12,GLOBAL,378.0
20062022,2020-2021,12,LECTURA CRITICA,71.0
20062022,2020-2021,12,MATEMATICAS,68.0
20062022,2020-2021,12,SOCIALES Y CIUDADANAS,63.0
20062022,2020-2021,12,CIENCIAS,62.0
20062022,2020-2021,12,INGLES,87.0
20062022,2020-2021,12,GLOBAL,338.0
20072157,2020-2021,12,LECTURA CRITICA,63.0
20072157,2020-2021,12,MATEMATICAS,75.0
20072157,2020-2021,12,SOCIALES Y CIUDADANAS,59.0
20072157,2020-2021,12,CIENCIAS,61.0
20072157,2020-2021,12,INGLES,86.0
20072157,2020-2021,12,GLOBAL,331.0
20082141,2020-2021,12,LECTURA CRITICA,79.0
20082141,2020-2021,12,MATEMATICAS,72.0
20082141,2020-2021,12,SOCIALES Y CIUDADANAS,65.0
20082141,2020-2021,12,CIENCIAS,67.0
20082141,2020-2021,12,INGLES,88.0
20082141,2020-2021,12,GLOBAL,360.0
20150366,2020-2021,12,LECTURA CRITICA,65.0
20150366,2020-2021,12,MATEMATICAS,56.0
20150366,2020-2021,12,SOCIALES Y CIUDADANAS,59.0
20150366,2020-2021,12,CIENCIAS,72.0
20150366,2020-2021,12,INGLES,87.0
20150366,2020-2021,12,GLOBAL,324.0
20062024,2020-2021,12,LECTURA CRITICA,64.0
20062024,2020-2021,12,MATEMATICAS,67.0
20062024,2020-2021,12,SOCIALES Y CIUDADANAS,57.0
20062024,2020-2021,12,CIENCIAS,59.0
20062024,2020-2021,12,INGLES,87.0
20062024,2020-2021,12,GLOBAL,318.0
20062025,2020-2021,12,LECTURA CRITICA,62.0
20062025,2020-2021,12,MATEMATICAS,70.0
20062025,2020-2021,12,SOCIALES Y CIUDADANAS,63.0
20062025,2020-2021,12,CIENCIAS,52.0
20062025,2020-2021,12,INGLES,88.0
20062025,2020-2021,12,GLOBAL,319.0
20120092,2020-2021,12,LECTURA CRITICA,74.0
20120092,2020-2021,12,MATEMATICAS,72.0
20120092,2020-2021,12,SOCIALES Y CIUDADANAS,81.0
20120092,2020-2021,12,CIENCIAS,77.0
20120092,2020-2021,12,INGLES,84.0
20120092,2020-2021,12,GLOBAL,383.0
20072136,2020-2021,12,LECTURA CRITICA,65.0
20072136,2020-2021,12,MATEMATICAS,65.0
20072136,2020-2021,12,SOCIALES Y CIUDADANAS,68.0
20072136,2020-2021,12,CIENCIAS,66.0
20072136,2020-2021,12,INGLES,100.0
20072136,2020-2021,12,GLOBAL,343.0
20072137,2020-2021,12,LECTURA CRITICA,65.0
20072137,2020-2021,12,MATEMATICAS,67.0
20072137,2020-2021,12,SOCIALES Y CIUDADANAS,68.0
20072137,2020-2021,12,CIENCIAS,62.0
20072137,2020-2021,12,INGLES,83.0
20072137,2020-2021,12,GLOBAL,334.0
20072138,2020-2021,12,LECTURA CRITICA,72.0
20072138,2020-2021,12,MATEMATICAS,76.0
20072138,2020-2021,12,SOCIALES Y CIUDADANAS,68.0
20072138,2020-2021,12,CIENCIAS,64.0
20072138,2020-2021,12,INGLES,83.0
20072138,2020-2021,12,GLOBAL,355.0
20062028,2020-2021,12,LECTURA CRITICA,65.0
20062028,2020-2021,12,MATEMATICAS,59.0
20062028,2020-2021,12,SOCIALES Y CIUDADANAS,47.0
20062028,2020-2021,12,CIENCIAS,49.0
20062028,2020-2021,12,INGLES,79.0
20062028,2020-2021,12,GLOBAL,284.0
20062029,2020-2021,12,LECTURA CRITICA,60.0
20062029,2020-2021,12,MATEMATICAS,65.0
20062029,2020-2021,12,SOCIALES Y CIUDADANAS,55.0
20062029,2020-2021,12,CIENCIAS,55.0
20062029,2020-2021,12,INGLES,76.0
20062029,2020-2021,12,GLOBAL,300.0
20082245,2020-2021,12,LECTURA CRITICA,75.0
20082245,2020-2021,12,MATEMATICAS,72.0
20082245,2020-2021,12,SOCIALES Y CIUDADANAS,63.0
20082245,2020-2021,12,CIENCIAS,69.0
20082245,2020-2021,12,INGLES,84.0
20082245,2020-2021,12,GLOBAL,354.0
20062031,2020-2021,12,LECTURA CRITICA,63.0
20062031,2020-2021,12,MATEMATICAS,66.0
20062031,2020-2021,12,SOCIALES Y CIUDADANAS,55.0
20062031,2020-2021,12,CIENCIAS,67.0
20062031,2020-2021,12,INGLES,88.0
20062031,2020-2021,12,GLOBAL,323.0
20072139,2020-2021,12,LECTURA CRITICA,66.0
20072139,2020-2021,12,MATEMATICAS,69.0
20072139,2020-2021,12,SOCIALES Y CIUDADANAS,54.0
20072139,2020-2021,12,CIENCIAS,63.0
20072139,2020-2021,12,INGLES,82.0
20072139,2020-2021,12,GLOBAL,322.0
20181195,2020-2021,12,LECTURA CRITICA,61.0
20181195,2020-2021,12,MATEMATICAS,58.0
20181195,2020-2021,12,SOCIALES Y CIUDADANAS,73.0
20181195,2020-2021,12,CIENCIAS,64.0
20181195,2020-2021,12,INGLES,78.0
20181195,2020-2021,12,GLOBAL,325.0
20062032,2020-2021,12,LECTURA CRITICA,75.0
20062032,2020-2021,12,MATEMATICAS,100.0
20062032,2020-2021,12,SOCIALES Y CIUDADANAS,68.0
20062032,2020-2021,12,CIENCIAS,68.0
20062032,2020-2021,12,INGLES,77.0
20062032,2020-2021,12,GLOBAL,388.0
20072140,2020-2021,12,LECTURA CRITICA,73.0
20072140,2020-2021,12,MATEMATICAS,74.0
20072140,2020-2021,12,SOCIALES Y CIUDADANAS,77.0
20072140,2020-2021,12,CIENCIAS,74.0
20072140,2020-2021,12,INGLES,100.0
20072140,2020-2021,12,GLOBAL,382.0
20062033,2020-2021,12,LECTURA CRITICA,68.0
20062033,2020-2021,12,MATEMATICAS,64.0
20062033,2020-2021,12,SOCIALES Y CIUDADANAS,74.0
20062033,2020-2021,12,CIENCIAS,59.0
20062033,2020-2021,12,INGLES,83.0
20062033,2020-2021,12,GLOBAL,338.0
20062034,2020-2021,12,LECTURA CRITICA,61.0
20062034,2020-2021,12,MATEMATICAS,68.0
20062034,2020-2021,12,SOCIALES Y CIUDADANAS,68.0
20062034,2020-2021,12,CIENCIAS,70.0
20062034,2020-2021,12,INGLES,81.0
20062034,2020-2021,12,GLOBAL,339.0
20062037,2020-2021,12,LECTURA CRITICA,64.0
20062037,2020-2021,12,MATEMATICAS,80.0
20062037,2020-2021,12,SOCIALES Y CIUDADANAS,61.0
20062037,2020-2021,12,CIENCIAS,69.0
